James Neal | Nashville Predators | Slashing | 10/09/2014 | Ottawa Senators | Home | Kelly Sutherland, Dave Lewis
Shea Weber | Nashville Predators | Roughing | 01/29/2015 | St Louis Blues | Away | Rob Martell, Eric Furlatt
Craig Smith | Nashville Predators | Hi-sticking | 01/29/2015 | St Louis Blues | Away | Rob Martell, Eric Furlatt
Eric Nystrom | Nashville Predators | Slashing | 01/29/2015 | St Louis Blues | Away | Rob Martell, Eric Furlatt
Filip Forsberg | Nashville Predators | Too many men/ice - bench | 01/29/2015 | St Louis Blues | Away | Rob Martell, Eric Furlatt
Victor Bartley | Nashville Predators | Hooking | 01/29/2015 | St Louis Blues | Away | Rob Martell, Eric Furlatt
Roman Josi | Nashville Predators | Interference | 01/30/2015 | Colorado Avalanche | Away | Wes McCauley, Tom Chmielewski
Mattias Ekholm | Nashville Predators | Hooking | 01/30/2015 | Colorado Avalanche | Away | Wes McCauley, Tom Chmielewski
Mike Ribeiro | Nashville Predators | Unsportsmanlike conduct | 01/30/2015 | Colorado Avalanche | Away | Wes McCauley, Tom Chmielewski
Mike Ribeiro | Nashville Predators | Game misconduct | 01/30/2015 | Colorado Avalanche | Away | Wes McCauley, Tom Chmielewski
Mike Ribeiro | Nashville Predators | Misconduct (10 min) | 01/30/2015 | Colorado Avalanche | Away | Wes McCauley, Tom Chmielewski
Taylor Beck | Nashville Predators | Hi-sticking | 01/30/2015 | Colorado Avalanche | Away | Wes McCauley, Tom Chmielewski
Taylor Beck | Nashville Predators | Hooking | 02/01/2015 | Pittsburgh Penguins | Away | Eric Furlatt, Steve Kozari
Anton Volchenkov | Nashville Predators | Interference | 02/01/2015 | Pittsburgh Penguins | Away | Eric Furlatt, Steve Kozari
Calle Jarnkrok | Nashville Predators | Holding | 02/01/2015 | Pittsburgh Penguins | Away | Eric Furlatt, Steve Kozari
Calle Jarnkrok | Nashville Predators | Embellishment | 02/01/2015 | Pittsburgh Penguins | Away | Eric Furlatt, Steve Kozari
Shea Weber | Nashville Predators | Hi-sticking | 02/03/2015 | Toronto Maple Leafs | Home | Dan O'Rourke, Rob Martell
James Neal | Nashville Predators | Slashing | 02/03/2015 | Toronto Maple Leafs | Home | Dan O'Rourke, Rob Martell
Paul Gaustad | Nashville Predators | Delay Gm - Face-off Violation | 02/03/2015 | Toronto Maple Leafs | Home | Dan O'Rourke, Rob Martell
Mike Fisher | Nashville Predators | Delaying Game-Puck over glass | 02/03/2015 | Toronto Maple Leafs | Home | Dan O'Rourke, Rob Martell
James Neal | Nashville Predators | Slashing | 02/05/2015 | Anaheim Ducks | Home | Marc Joannette, Mark Lemelin
Paul Gaustad | Nashville Predators | Interference | 02/05/2015 | Anaheim Ducks | Home | Marc Joannette, Mark Lemelin
Pekka Rinne | Nashville Predators | Delaying Game-Puck over glass | 02/05/2015 | Anaheim Ducks | Home | Marc Joannette, Mark Lemelin
Shea Weber | Nashville Predators | Tripping | 02/05/2015 | Anaheim Ducks | Home | Marc Joannette, Mark Lemelin
Filip Forsberg | Nashville Predators | Holding | 02/07/2015 | NY Rangers | Home | Francis Charron, Frederick L'Ecuyer
Shea Weber | Nashville Predators | Interference | 02/07/2015 | NY Rangers | Home | Francis Charron, Frederick L'Ecuyer
Olli Jokinen | Nashville Predators | Tripping | 02/08/2015 | Florida Panthers | Away | Dave Jackson, Greg Kimmerly
Paul Gaustad | Nashville Predators | Holding | 02/08/2015 | Florida Panthers | Away | Dave Jackson, Greg Kimmerly
Seth Jones | Nashville Predators | Holding | 02/08/2015 | Florida Panthers | Away | Dave Jackson, Greg Kimmerly
Roman Josi | Nashville Predators | Holding | 02/10/2015 | Tampa Bay Lightning | Home | Gord Dwyer, Graham Skilliter
Anthony Bitetto | Nashville Predators | Fighting (maj) | 02/10/2015 | Tampa Bay Lightning | Home | Gord Dwyer, Graham Skilliter
Anthony Bitetto | Nashville Predators | Unsportsmanlike conduct | 02/10/2015 | Tampa Bay Lightning | Home | Gord Dwyer, Graham Skilliter
Matt Cullen | Nashville Predators | Tripping | 02/10/2015 | Tampa Bay Lightning | Home | Gord Dwyer, Graham Skilliter
Victor Bartley | Nashville Predators | Interference | 02/12/2015 | Winnipeg Jets | Home | Frederick L'Ecuyer, Marc Joannette
Craig Smith | Nashville Predators | Hooking | 02/12/2015 | Winnipeg Jets | Home | Frederick L'Ecuyer, Marc Joannette
Matt Cullen | Nashville Predators | Delaying Game-Puck over glass | 02/12/2015 | Winnipeg Jets | Home | Frederick L'Ecuyer, Marc Joannette
Victor Bartley | Nashville Predators | Interference | 02/12/2015 | Winnipeg Jets | Home | Frederick L'Ecuyer, Marc Joannette
Shea Weber | Nashville Predators | Cross checking | 02/12/2015 | Winnipeg Jets | Home | Frederick L'Ecuyer, Marc Joannette
Victor Bartley | Nashville Predators | Delaying Game-Puck over glass | 02/14/2015 | New Jersey Devils | Home | Ghislain Hebert, Kevin Pollock
Calle Jarnkrok | Nashville Predators | Delaying Game-Puck over glass | 02/14/2015 | New Jersey Devils | Home | Ghislain Hebert, Kevin Pollock
Mike Fisher | Nashville Predators | Roughing | 02/14/2015 | New Jersey Devils | Home | Ghislain Hebert, Kevin Pollock
Matt Cullen | Nashville Predators | Interference | 02/17/2015 | SJ Sharks | Home | Jean Hebert, Steve Kozari
Mike Fisher | Nashville Predators | Holding | 02/17/2015 | SJ Sharks | Home | Jean Hebert, Steve Kozari
Craig Smith | Nashville Predators | Hooking | 02/17/2015 | SJ Sharks | Home | Jean Hebert, Steve Kozari
Victor Bartley | Nashville Predators | Hooking | 02/19/2015 | NY Islanders | Away | Chris Rooney, Graham Skilliter
Paul Gaustad | Nashville Predators | Roughing | 02/19/2015 | NY Islanders | Away | Chris Rooney, Graham Skilliter
Mike Fisher | Nashville Predators | Holding | 02/19/2015 | NY Islanders | Away | Chris Rooney, Graham Skilliter
Filip Forsberg | Nashville Predators | Hooking | 02/19/2015 | NY Islanders | Away | Chris Rooney, Graham Skilliter
Mike Ribeiro | Nashville Predators | Game misconduct | 02/19/2015 | NY Islanders | Away | Chris Rooney, Graham Skilliter
James Neal | Nashville Predators | Boarding | 02/19/2015 | NY Islanders | Away | Chris Rooney, Graham Skilliter
Mike Ribeiro | Nashville Predators | Misconduct (10 min) | 02/19/2015 | NY Islanders | Away | Chris Rooney, Graham Skilliter
Shea Weber | Nashville Predators | Slashing | 02/21/2015 | Philadelphia Flyers | Away | Mike Leggo, Jean Hebert
James Neal | Nashville Predators | Slashing | 02/21/2015 | Philadelphia Flyers | Away | Mike Leggo, Jean Hebert
Michael Santorelli | Nashville Predators | Tripping | 02/22/2015 | Buffalo Sabres | Away | Brad Meier, TJ Luxmore
Michael Santorelli | Nashville Predators | Interference on goalkeeper | 02/22/2015 | Buffalo Sabres | Away | Brad Meier, TJ Luxmore
Matt Cullen | Nashville Predators | Hi-sticking | 02/22/2015 | Buffalo Sabres | Away | Brad Meier, TJ Luxmore
Colin Wilson | Nashville Predators | Roughing | 02/22/2015 | Buffalo Sabres | Away | Brad Meier, TJ Luxmore
Craig Smith | Nashville Predators | Roughing | 02/22/2015 | Buffalo Sabres | Away | Brad Meier, TJ Luxmore
Shea Weber | Nashville Predators | Fighting (maj) | 02/24/2015 | Colorado Avalanche | Home | Brian Pochmara, Greg Kimmerly
